"Census Profile, 2021 Census of Population"
,,,"Toronto, City (C) [Census subdivision], Ontario",,
"Income of individuals in 2020","    Average market income in 2020 among recipients ($)",, 60300,"",
"Income of individuals in 2020","  Number of employment income recipients aged 15 years and over in private households in 2020 - 25% sample data",,1628885,"",
"Income of individuals in 2020","    Average employment income in 2020 among recipients ($)",, 60100,"",
"Income of individuals in 2020","  Number of government transfers recipients aged 15 years and over in private households in 2020 - 25% sample data",,2074670,"",
"Income of individuals in 2020","    Average government transfers in 2020 among recipients ($)",, 10500,"",
"Income of individuals in 2020","  Number of employment insurance benefits recipients aged 15 years and over in private households in 2020 - 25% sample data",,214715,"",
"Income of individuals in 2020","    Average employment insurance benefits in 2020 among recipients ($)",,  6470,"",
"Income of individuals in 2020","  Number of COVID-19 emergency and recovery benefits recipients aged 15 years and over in private households in 2020 - 25% sample data",,751260,"",
"Income of individuals in 2020","    Average COVID-19 emergency and recovery benefits in 2020 among recipients ($)",, 10060,"",
"Income of individuals in 2020","Total - Employment income statistics in 2020 for the population aged 15 years and over in private households - 25% sample data",12,2377945,"",
"Income of individuals in 2020","  Number of employment income recipients in 2020 who worked full-year full-time in 2020 - 25% sample data",13,764215,"",
"Income of individuals in 2020","    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14, 69500,"",
"Income of individuals in 2020","    Average employment income in 2020 for full-year full-time workers in 2020 ($)",15, 95900,"",
"Income of individuals in 2020","  Number of employment income recipients in 2020 who worked part-year or part-time in 2020 - 25% sample data",16,628025,"",
"Income of individuals in 2020","    Median employment income in 2020 of those who worked part-year or part-time in 2020 ($)",, 17200,"",
"Income of individuals in 2020","    Average employment income in 2020 of those who worked part-year or part-time in 2020 ($)",, 31080,"",
"Income of individuals in 2020","Composition of total income in 2020 of the population aged 15 years and over in private households (%) - 25% sample data",17,  100.0,"",
"Income of individuals in 2020","  Market income (%)",18,   84.6,"",
"Income of individuals in 2020","    Employment income (%)",19,   69.6,"",
"Income of individuals in 2020","  Government transfers (%)",20,   15.5,"",
"Income of individuals in 2020","    Employment insurance benefits (%)",,    1.0,"",
"Income of individuals in 2020","    COVID-19 - Government income support and benefits (%)",,    5.9,"",
"Income of individuals in 2020","      COVID-19 - Emergency and recovery benefits (%)",,    5.4,"",
"Income of individuals in 2020","Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data",21,2377950,"",
"Income of individuals in 2020","  Without total income",,109960,"",
"Income of individuals in 2020","  With total income",,2267990,"",
"Income of individuals in 2020","    Under $10,000 (including loss)",,211890,"",
"Income of individuals in 2020","    $10,000 to $19,999",,278135,"",
"Income of individuals in 2020","    $20,000 to $29,999",,383760,"",
"Income of individuals in 2020","    $30,000 to $39,999",,278910,"",
"Income of individuals in 2020","    $40,000 to $49,999",,221305,"",
"Income of individuals in 2020","    $50,000 to $59,999",,177155,"",
"Income of individuals in 2020","    $60,000 to $69,999",,138600,"",
"Income of individuals in 2020","    $70,000 to $79,999",,111165,"",
"Income of individuals in 2020","    $80,000 to $89,999",, 90210,"",
"Income of individuals in 2020","    $90,000 to $99,999",, 73405,"",
"Income of individuals in 2020","    $100,000 and over",,303450,"",
"Income of individuals in 2020","      $100,000 to $149,999",,174940,"",
"Income of individuals in 2020","      $150,000 and over",,128510,"",
"Income of individuals in 2020","Total - After-tax income groups in 2020 for the population aged 15 years and over in private households - 100% data",22,2377950,"",
"Income of individuals in 2020","  Without after-tax income",,108985,"",
"Income of individuals in 2020","  With after-tax income",,2268965,"",
"Income of individuals in 2020","    Under $10,000 (including loss)",,219695,"",
"Income of individuals in 2020","    $10,000 to $19,999",,290385,"",
"Income of individuals in 2020","    $20,000 to $29,999",,427315,"",
"Income of individuals in 2020","    $30,000 to $39,999",,317215,"",
"Income of individuals in 2020","    $40,000 to $49,999",,254390,"",
"Income of individuals in 2020","    $50,000 to $59,999",,191895,"",
"Income of individuals in 2020","    $60,000 to $69,999",,144175,"",
"Income of individuals in 2020","    $70,000 to $79,999",,107625,"",
"Income of individuals in 2020","    $80,000 to $89,999",, 85860,"",
"Income of individuals in 2020","    $90,000 to $99,999",, 54710,"",
"Income of individuals in 2020","    $100,000 and over",,175685,"",
"Income of individuals in 2020","      $100,000 to $124,999",, 72650,"",
"Income of individuals in 2020","      $125,000 and over",,103035,"",
"Income of individuals in 2020","Total - Employment income groups in 2020 for the population aged 15 years and over in private households - 100% data",19,2377950,"",
"Income of individuals in 2020","  Without employment income",,749060,"",
"Income of individuals in 2020","  With employment income",,1628890,"",
"Income of individuals in 2020","    Under $5,000 (including loss)",,233535,"",
"Income of individuals in 2020","    $5,000 to $9,999",,149810,"",
"Income of individuals in 2020","    $10,000 to $19,999",,182800,"",
"Income of individuals in 2020","    $20,000 to $29,999",,134370,"",
"Income of individuals in 2020","    $30,000 to $39,999",,131130,"",
"Income of individuals in 2020","    $40,000 to $49,999",,128965,"",
"Income of individuals in 2020","    $50,000 to $59,999",,117230,"",
"Income of individuals in 2020","    $60,000 to $69,999",, 98370,"",
"Income of individuals in 2020","    $70,000 to $79,999",, 81720,"",
"Income of individuals in 2020","    $80,000 to $89,999",, 69910,"",
"Income of individuals in 2020","    $90,000 to $99,999",, 61540,"",
"Income of individuals in 2020","    $100,000 and over",,239510,"",
"Income of individuals in 2020","      $100,000 to $124,999",, 94895,"",
"Income of individuals in 2020","      $125,000 and over",,144610,"",
"Income of individuals in 2019","Total - Income statistics in 2019 for the population aged 15 years and over in private households - 100% data",23,2377950,"",
"Income of individuals in 2019","  Number of total income recipients aged 15 years and over in private households in 2019 - 100% data",,2210875,"",
"Income of individuals in 2019","    Median total income in 2019 among recipients ($)",, 36400,"",
"Income of individuals in 2019","  Number of after-tax income recipients aged 15 years and over in private households in 2019 - 100% data",,2211340,"",
"Income of individuals in 2019","    Median after-tax income in 2019 among recipients ($)",, 33600,"",
"Income of individuals in 2019","  Number of market income recipients aged 15 years and over in private households in 2019 - 100% data",,1937590,"",
"Income of individuals in 2019","    Median market income in 2019 among recipients ($)",, 37200,"",
"Income of individuals in 2019","  Number of employment income recipients aged 15 years and over in private households in 2019 - 100% data",,1619820,"",
"Income of individuals in 2019","    Median employment income in 2019 among recipients ($)",, 39200,"",
"Income of individuals in 2019","  Number of government transfers recipients aged 15 years and over in private households in 2019 - 100% data",,1945410,"",
"Income of individuals in 2019","    Median government transfers in 2019 among recipients ($)",,  1300,"",
"Income of individuals in 2019","  Number of employment insurance benefits recipients aged 15 years and over in private households in 2019 -100% data",,112960,"",
"Income of individuals in 2019","    Median employment insurance benefits in 2019 among recipients ($)",,  6080,"",
"Income of individuals in 2019","Total - Income statistics in 2019 for the population aged 15 years and over in private households - 25% sample data",24,2377950,"",
"Income of individuals in 2019","  Number of total income recipients aged 15 years and over in private households in 2019 - 25% sample data",,2211540,"",
"Income of individuals in 2019","    Average total income in 2019 among recipients ($)",, 59500,"",
"Income of individuals in 2019","  Number of after-tax income recipients aged 15 years and over in private households in 2019 - 25% sample data",,2211955,"",
"Income of individuals in 2019","    Average after-tax income in 2019 among recipients ($)",, 46960,"",
"Income of individuals in 2019","  Number of market income recipients aged 15 years and over in private households in 2019 - 25% sample data",,1937680,"",
"Income of individuals in 2019","    Average market income in 2019 among recipients ($)",, 61500,"",
"Income of individuals in 2019","  Number of employment income recipients aged 15 years and over in private households in 2019 - 25% sample data",,1620165,"",
"Income of individuals in 2019","    Average employment income in 2019 among recipients ($)",, 60200,"",
"Income of individuals in 2019","  Number of government transfers recipients aged 15 years and over in private households in 2019 - 25% sample data",,1946775,"",
"Income of individuals in 2019","    Average government transfers in 2019 among recipients ($)",,  6335,"",
"Income of individuals in 2019","  Number of employment insurance benefits recipients aged 15 years and over in private households in 2019 - 25% sample data",,113735,"",
"Income of individuals in 2019","    Average employment insurance benefits in 2019 among recipients ($)",,  7670,"",
"Income of individuals in 2019","Total - Employment income statistics in 2019 for the population aged 15 years and over in private households - 25% sample data",25,2377945,"",
"Income of individuals in 2019","  Number of employment income recipients in 2019 who worked full-year full-time in 2020 - 25% sample data",13,753570,"",
"Income of individuals in 2019","    Median employment income in 2019 for full-year full-time workers in 2020 ($)",14, 64000,"",
"Income of individuals in 2019","    Average employment income in 2019 for full-year full-time workers in 2020 ($)",15, 90200,"",
"Income of individuals in 2019","  Number of employment income recipients in 2019 who worked part-year or part-time in 2020 - 25% sample data",16,585965,"",
"Income of individuals in 2019","    Median employment income in 2019 of those who worked part-year or part-time in 2020 ($)",, 24400,"",
"Income of individuals in 2019","    Average employment income in 2019 of those who worked part-year or part-time in 2020 ($)",, 38040,"",
"Income of individuals in 2019","Composition of total income in 2019 of the population aged 15 years and over in private households (%) - 25% sample data",,  100.0,"",
"Income of individuals in 2019","  Market income (%)",,   90.6,"",
"Income of individuals in 2019","    Employment income (%)",,   74.2,"",
"Income of individuals in 2019","  Government transfers (%)",,    9.4,"",
"Income of individuals in 2019","    Employment insurance benefits (%)",,    0.7,"",
"Income of households in 2020","Total - Income statistics for private households - 100% data",26,1160895,"",
"Income of households in 2020","  Median total income of household in 2020 ($)",, 84000,"",
"Income of households in 2020","  Median after-tax income of household in 2020 ($)",, 74000,"",
"Income of households in 2020","    Total - Income statistics for one-person private households - 100% data",,385765,"",
"Income of households in 2020","      Median total income of one-person households in 2020 ($)",, 45200,"",
"Income of households in 2020","      Median after-tax income of one-person households in 2020 ($)",, 40400,"",
"Income of households in 2020","    Total - Income statistics for two-or-more-persons private households - 100% data",,775125,"",
"Income of households in 2020","      Median total income of two-or-more-person households in 2020 ($)",,107000,"",
"Income of households in 2020","      Median after-tax income of two-or-more-person households in 2020 ($)",, 94000,"",
"Income of households in 2020","Total - Income statistics for private households - 25% sample data",27,1160890,"",
"Income of households in 2020","  Average total income of household in 2020 ($)",,121200,"",
"Income of households in 2020","  Average after-tax income of household in 2020 ($)",, 96000,"",
"Income of households in 2020","    Total - Income statistics for one-person private households - 25% sample data",,385525,"",
"Income of households in 2020","      Average total income of one-person households in 2020 ($)",, 63850,"",
"Income of households in 2020","      Average after-tax income of one-person households in 2020 ($)",, 51200,"",
"Income of households in 2020","    Total - Income statistics for two-or-more-persons private households - 25% sample data",,775365,"",
"Income of households in 2020","      Average total income of two-or-more-person households in 2020 ($)",,149800,"",
"Income of households in 2020","      Average after-tax income of two-or-more-person households in 2020 ($)",,118300,"",
"Income of households in 2020","Total - Household total income groups in 2020 for private households - 100% data",21,1160890,"",
"Income of households in 2020","  Under $5,000",, 21975,"",
"Income of households in 2020","  $5,000 to $9,999",, 10700,"",
"Income of households in 2020","  $10,000 to $14,999",, 18325,"",
"Income of households in 2020","  $15,000 to $19,999",, 23970,"",
"Income of households in 2020","  $20,000 to $24,999",, 52135,"",
"Income of households in 2020","  $25,000 to $29,999",, 40010,"",
"Income of households in 2020","  $30,000 to $34,999",, 38210,"",
"Income of households in 2020","  $35,000 to $39,999",, 39540,"",
"Income of households in 2020","  $40,000 to $44,999",, 39320,"",
"Income of households in 2020","  $45,000 to $49,999",, 39335,"",
"Income of households in 2020","  $50,000 to $59,999",, 78920,"",
"Income of households in 2020","  $60,000 to $69,999",, 77155,"",
"Income of households in 2020","  $70,000 to $79,999",, 72540,"",
"Income of households in 2020","  $80,000 to $89,999",, 68900,"",
"Income of households in 2020","  $90,000 to $99,999",, 62465,"",
"Income of households in 2020","  $100,000 and over",,477390,"",
"Income of households in 2020","    $100,000 to $124,999",,126785,"",
"Income of households in 2020","    $125,000 to $149,999",, 90785,"",
"Income of households in 2020","    $150,000 to $199,999",,112045,"",
"Income of households in 2020","    $200,000 and over",,147770,"",
"Income of households in 2020","Total - Household after-tax income groups in 2020 for private households - 100% data",22,1160890,"",
"Income of households in 2020","  Under $5,000",, 24205,"",
"Income of households in 2020","  $5,000 to $9,999",, 10965,"",
"Income of households in 2020","  $10,000 to $14,999",, 18670,"",
"Income of households in 2020","  $15,000 to $19,999",, 25555,"",
"Income of households in 2020","  $20,000 to $24,999",, 55350,"",
"Income of households in 2020","  $25,000 to $29,999",, 44335,"",
"Income of households in 2020","  $30,000 to $34,999",, 43080,"",
"Income of households in 2020","  $35,000 to $39,999",, 45405,"",
"Income of households in 2020","  $40,000 to $44,999",, 46380,"",
"Income of households in 2020","  $45,000 to $49,999",, 47410,"",
"Income of households in 2020","  $50,000 to $59,999",, 94635,"",
"Income of households in 2020","  $60,000 to $69,999",, 90850,"",
"Income of households in 2020","  $70,000 to $79,999",, 84155,"",
"Income of households in 2020","  $80,000 to $89,999",, 76730,"",
"Income of households in 2020","  $90,000 to $99,999",, 65450,"",
"Income of households in 2020","  $100,000 and over",,387715,"",
"Income of households in 2020","    $100,000 to $124,999",,125030,"",
"Income of households in 2020","    $125,000 to $149,999",, 84425,"",
"Income of households in 2020","    $150,000 and over",,178260,"",
"Income of economic families in 2020","Total - Income statistics for economic families in private households - 100% data",28,723990,"",
"Income of economic families in 2020","  Median total income of economic family in 2020 ($)",,106000,"",
"Income of economic families in 2020","  Median after-tax income of economic family in 2020 ($)",, 94000,"",
"Income of economic families in 2020","  Average family size of economic families",,    3.0,"",
"Income of economic families in 2020","Total - Income statistics for couple-only economic families in private households - 100% data",,238385,"",
"Income of economic families in 2020","  Median total income of couple-only economic families in 2020 ($)",,100000,"",
"Income of economic families in 2020","  Median after-tax income of couple-only economic families in 2020 ($)",, 87000,"",
"Income of economic families in 2020","  Average family size of couple-only economic families",,    2.0,"",
"Income of economic families in 2020","Total - Income statistics for couple-with-children economic families in private households - 100% data",,313995,"",
"Income of economic families in 2020","  Median total income of couple-with-children economic families  in 2020 ($)",,133000,"",
"Income of economic families in 2020","  Median after-tax income of couple-with-children economic families in 2020 ($)",,116000,"",
"Income of economic families in 2020","  Average family size of couple-with-children economic families",,    4.0,"",
"Income of economic families in 2020","Total - Income statistics for one-parent economic families in private households - 100% data",,138855,"",
"Income of economic families in 2020","  Median total income of one-parent economic families in 2020 ($)",, 71500,"",
"Income of economic families in 2020","  Median after-tax income of one-parent economic families in 2020 ($)",, 66000,"",
"Income of economic families in 2020","  Average family size of one-parent economic families",,    2.7,"",
"Income of economic families in 2020","Total - Income statistics for persons aged 15 years and over not in economic families in private households - 100% data",29,559305,"",
"Income of economic families in 2020","  Median total income in 2020 ($)",30, 39200,"",
"Income of economic families in 2020","  Median after-tax income in 2020 ($)",30, 35600,"",
"Income of economic families in 2020","Total - Income statistics for economic families in private households - 25% sample data",31,723485,"",
"Income of economic families in 2020","  Average total income of economic family in 2020 ($)",,151400,"",
"Income of economic families in 2020","  Average after-tax income of economic family in 2020 ($)",,118700,"",
"Income of economic families in 2020","Total - Income statistics for couple-only economic families in private households - 25% sample data",,238080,"",
"Income of economic families in 2020","  Average total income of couple-only economic families in 2020 ($)",,142400,"",
"Income of economic families in 2020","  Average after-tax income of couple-only economic families in 2020 ($)",,110100,"",
"Income of economic families in 2020","Total - Income statistics for couple-with-children economic families in private households - 25% sample data",,314490,"",
"Income of economic families in 2020","  Average total income of couple-with-children economic families in 2020 ($)",,189000,"",
"Income of economic families in 2020","  Average after-tax income of couple-with-children economic families in 2020 ($)",,145600,"",
"Income of economic families in 2020","Total - Income statistics for one-parent economic families in private households - 25% sample data",,138050,"",
"Income of economic families in 2020","  Average total income of one-parent economic families in 2020 ($)",, 89200,"",
"Income of economic families in 2020","  Average after-tax income of one-parent economic families in 2020 ($)",, 77100,"",
"Income of economic families in 2020","Total - Income statistics for persons aged 15 years and over not in economic families in private households - 25% sample data",32,558720,"",
"Income of economic families in 2020","  Average total income in 2020 ($)",30, 55950,"",
"Income of economic families in 2020","  Average after-tax income in 2020 ($)",30, 45680,"",
"Low income and income inequality in 2020","Total - LIM low-income status in 2020 for the population in private households - 100% data",33,2761285,"",
"Low income and income inequality in 2020","  0 to 17 years",,461810,"",
"Low income and income inequality in 2020","    0 to 5 years",,148485,"",
"Low income and income inequality in 2020","  18 to 64 years",,1842580,"",
"Low income and income inequality in 2020","  65 years and over",,456895,"",
"Low income and income inequality in 2020","In low income based on the Low-income measure, after tax (LIM-AT)",,363955,"",
"Low income and income inequality in 2020","  0 to 17 years",, 67725,"",
"Low income and income inequality in 2020","    0 to 5 years",, 22175,"",
"Low income and income inequality in 2020","  18 to 64 years",,218825,"",
"Low income and income inequality in 2020","  65 years and over",, 77410,"",
"Low income and income inequality in 2020","Prevalence of low income based on the Low-income measure, after tax (LIM-AT) (%)",,   13.2,"",
"Low income and income inequality in 2020","  0 to 17 years (%)",,   14.7,"",
"Low income and income inequality in 2020","    0 to 5 years (%)",,   14.9,"",
"Low income and income inequality in 2020","  18 to 64 years (%)",,   11.9,"",
"Low income and income inequality in 2020","  65 years and over (%)",,   16.9,"",
"Low income and income inequality in 2020","Total - LICO low-income status in 2020 for the population in private households to whom the low-income concept is applicable - 100% data",33,2761290,"",
"Low income and income inequality in 2020","  0 to 17 years",,461805,"",
"Low income and income inequality in 2020","    0 to 5 years",,148485,"",
"Low income and income inequality in 2020","  18 to 64 years",,1842585,"",
"Low income and income inequality in 2020","  65 years and over",,456895,"",
"Low income and income inequality in 2020","In low income based on the Low-income cut-offs, after tax (LICO-AT)",,241110,"",
"Low income and income inequality in 2020","  0 to 17 years",, 35500,"",
"Low income and income inequality in 2020","    0 to 5 years",, 11610,"",
"Low income and income inequality in 2020","  18 to 64 years",,179925,"",
"Low income and income inequality in 2020","  65 years and over",, 25685,"",
"Low income and income inequality in 2020","Prevalence of low income based on the Low-income cut-offs, after tax (LICO-AT) (%)",,    8.7,"",
"Low income and income inequality in 2020","  0 to 17 years (%)",,    7.7,"",
"Low income and income inequality in 2020","    0 to 5 years (%)",,    7.8,"",
"Low income and income inequality in 2020","  18 to 64 years (%)",,    9.8,"",
"Low income and income inequality in 2020","  65 years and over (%)",,    5.6,"",
"Low income and income inequality in 2020","Total - Adjusted after-tax economic family income decile group for the population in private households - 100% data",34,2761285,"",
"Low income and income inequality in 2020","  In bottom half of the distribution",,1385785,"",
"Low income and income inequality in 2020","    In bottom decile",,348260,"",
"Low income and income inequality in 2020","    In second decile",,287815,"",
"Low income and income inequality in 2020","    In third decile",,265075,"",
"Low income and income inequality in 2020","    In fourth decile",,245925,"",
"Low income and income inequality in 2020","    In fifth decile",,238700,"",
"Low income and income inequality in 2020","  In top half of the distribution",,1375505,"",
"Low income and income inequality in 2020","    In sixth decile",,234350,"",
"Low income and income inequality in 2020","    In seventh decile",,236815,"",
"Low income and income inequality in 2020","    In eighth decile",,245465,"",
"Low income and income inequality in 2020","    In ninth decile",,268615,"",
"Low income and income inequality in 2020","    In top decile",,390265,"",
"Low income and income inequality in 2020","Total - Inequality measures for the population in private households - 100% data",35,2761290,"",
"Low income and income inequality in 2020","  Gini index on adjusted household total income",,    0.437,"",
"Low income and income inequality in 2020","  Gini index on adjusted household market income",,    0.555,"",
"Low income and income inequality in 2020","  Gini index on adjusted household after-tax income",,    0.371,"",
"Low income and income inequality in 2020","  P90/P10 ratio on adjusted household after-tax income",,    4.7,"",
"Knowledge of official languages","Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",36,2772630,"",
"Knowledge of official languages","  English only",,2409655,"",
"Knowledge of official languages","  French only",,  2555,"",
"Knowledge of official languages","  English and French",,236915,"",
"Knowledge of official languages","  Neither English nor French",,123505,"",
"First official language spoken","Total - First official language spoken for the total population excluding institutional residents - 100% data",37,2772630,"",
"First official language spoken","  English",,2590345,"",
"First official language spoken","  French",, 38695,"",
"First official language spoken","  English and French",, 22190,"",
"First official language spoken","  Neither English nor French",,121390,"",
"Mother tongue","Total - Mother tongue for the total population excluding institutional residents - 100% data",38,2772630,"",
"Mother tongue","  Single responses",,2588520,"",
"Mother tongue","    Official languages",,1425805,"",
"Mother tongue","      English",,1391685,"",
"Mother tongue","      French",, 34115,"",
"Mother tongue","    Non-official languages",,1162715,"",
"Mother tongue","      Indigenous languages",39,   265,"",
"Mother tongue","        Algonquian languages",,   225,"",
"Mother tongue","          Blackfoot",,     0,"",
